Zeit,Kreise_Code,Kreise_Name,pval_baureifsLand,pval_insgesamt,AMR_Key,gLat,gLong,d_kreise
2005,7131,Ahrweiler.Landkreis,90.25,60.57,5315,50.54183,7.0951124,1
2004,7131,Ahrweiler.Landkreis,76.71,63.76,5315,50.54183,7.0951124,1
2003,7131,Ahrweiler.Landkreis,73.64,42.94,5315,50.54183,7.0951124,1
2002,7131,Ahrweiler.Landkreis,80.39,33.89,5315,50.54183,7.0951124,1
2001,7131,Ahrweiler.Landkreis,72.46,45.99,5315,50.54183,7.0951124,1
2000,7131,Ahrweiler.Landkreis,78.01,49.75,5315,50.54183,7.0951124,1
1999,7131,Ahrweiler.Landkreis,71.27,47.16,5315,50.54183,7.0951124,1
1998,7131,Ahrweiler.Landkreis,73.32,57.31,5315,50.54183,7.0951124,1
1997,7131,Ahrweiler.Landkreis,72.38,50.11,5315,50.54183,7.0951124,1
1996,7131,Ahrweiler.Landkreis,62.84,31.61,5315,50.54183,7.0951124,1
1995,7131,Ahrweiler.Landkreis,58.13,37.88,5315,50.54183,7.0951124,1
2021,9179,Fürstenfeldbruck.Landkreis,960.85,727.27,9162,48.1813797,11.2382125,1
2020,9179,Fürstenfeldbruck.Landkreis,1110.5,1012.87,9162,48.1813797,11.2382125,1
2019,9179,Fürstenfeldbruck.Landkreis,919.71,655.01,9162,48.1813797,11.2382125,1
2018,9179,Fürstenfeldbruck.Landkreis,980.34,76.52,9162,48.1813797,11.2382125,1
2017,9179,Fürstenfeldbruck.Landkreis,743.63,685.47,9162,48.1813797,11.2382125,1
2016,9179,Fürstenfeldbruck.Landkreis,709.1,552.85,9162,48.1813797,11.2382125,1
2015,9179,Fürstenfeldbruck.Landkreis,551.99,399.2,9162,48.1813797,11.2382125,1
2014,9179,Fürstenfeldbruck.Landkreis,413.97,324.07,9162,48.1813797,11.2382125,1
2013,9179,Fürstenfeldbruck.Landkreis,412.67,334.29,9162,48.1813797,11.2382125,1
2012,9179,Fürstenfeldbruck.Landkreis,374.44,287.72,9162,48.1813797,11.2382125,1
2011,9179,Fürstenfeldbruck.Landkreis,338.9,248.68,9162,48.1813797,11.2382125,1
2010,9179,Fürstenfeldbruck.Landkreis,376.63,300.02,9162,48.1813797,11.2382125,1
2009,9179,Fürstenfeldbruck.Landkreis,350.04,284.01,9162,48.1813797,11.2382125,1
2008,9179,Fürstenfeldbruck.Landkreis,360.25,275.48,9162,48.1813797,11.2382125,1
2007,9179,Fürstenfeldbruck.Landkreis,369.48,256.34,9162,48.1813797,11.2382125,1
2006,9179,Fürstenfeldbruck.Landkreis,379.85,300.66,9162,48.1813797,11.2382125,1
2005,9179,Fürstenfeldbruck.Landkreis,369.11,268.02,9162,48.1813797,11.2382125,1
2004,9179,Fürstenfeldbruck.Landkreis,362.74,258.85,9162,48.1813797,11.2382125,1
2003,9179,Fürstenfeldbruck.Landkreis,393.91,317.69,9162,48.1813797,11.2382125,1
2002,9179,Fürstenfeldbruck.Landkreis,398.3066666666667,384.99,9162,48.1813797,11.2382125,1
2001,9179,Fürstenfeldbruck.Landkreis,402.7033333333334,295.37,9162,48.1813797,11.2382125,1
2000,9179,Fürstenfeldbruck.Landkreis,407.1,341.34,9162,48.1813797,11.2382125,1
1999,9179,Fürstenfeldbruck.Landkreis,265.26,233.56,9162,48.1813797,11.2382125,1
1998,9179,Fürstenfeldbruck.Landkreis,314.04,298.29,9162,48.1813797,11.2382125,1
1997,9179,Fürstenfeldbruck.Landkreis,346.26,334.88,9162,48.1813797,11.2382125,1
1996,9179,Fürstenfeldbruck.Landkreis,349.12,386.18,9162,48.1813797,11.2382125,1
1995,9179,Fürstenfeldbruck.Landkreis,351.98,351.98,9162,48.1813797,11.2382125,1
2021,7133,BadKreuznach.Landkreis,116.09,110.35,6412,49.8431642,7.8657658,1
2020,7133,BadKreuznach.Landkreis,120.29,101.19,6412,49.8431642,7.8657658,1
2019,7133,BadKreuznach.Landkreis,114.125,121.19,6412,49.8431642,7.8657658,1
2018,7133,BadKreuznach.Landkreis,107.96,97.92,6412,49.8431642,7.8657658,1
2017,7133,BadKreuznach.Landkreis,117.43,98.39,6412,49.8431642,7.8657658,1
2016,7133,BadKreuznach.Landkreis,126.9,110.83,6412,49.8431642,7.8657658,1
2015,7133,BadKreuznach.Landkreis,104.29,93.48,6412,49.8431642,7.8657658,1
2014,7133,BadKreuznach.Landkreis,114.58,96.14,6412,49.8431642,7.8657658,1
2013,7133,BadKreuznach.Landkreis,114.82499999999999,90.2,6412,49.8431642,7.8657658,1
2012,7133,BadKreuznach.Landkreis,115.07,97.49,6412,49.8431642,7.8657658,1
2011,7133,BadKreuznach.Landkreis,111.9,97.03,6412,49.8431642,7.8657658,1
2010,7133,BadKreuznach.Landkreis,112.12,94.0,6412,49.8431642,7.8657658,1
2009,7133,BadKreuznach.Landkreis,98.12,73.91,6412,49.8431642,7.8657658,1
2008,7133,BadKreuznach.Landkreis,98.46000000000001,65.68,6412,49.8431642,7.8657658,1
2007,7133,BadKreuznach.Landkreis,98.8,50.53,6412,49.8431642,7.8657658,1
2006,7133,BadKreuznach.Landkreis,93.86500000000001,62.07,6412,49.8431642,7.8657658,1
2005,7133,BadKreuznach.Landkreis,88.93,60.41,6412,49.8431642,7.8657658,1
2004,7133,BadKreuznach.Landkreis,88.54,72.46,6412,49.8431642,7.8657658,1
2003,7133,BadKreuznach.Landkreis,94.62,71.51,6412,49.8431642,7.8657658,1
2002,7133,BadKreuznach.Landkreis,81.66,62.12,6412,49.8431642,7.8657658,1
2001,7133,BadKreuznach.Landkreis,73.83,41.21,6412,49.8431642,7.8657658,1
2000,7133,BadKreuznach.Landkreis,75.12,44.57,6412,49.8431642,7.8657658,1
1999,7133,BadKreuznach.Landkreis,56.98,36.86,6412,49.8431642,7.8657658,1
1998,7133,BadKreuznach.Landkreis,75.07,45.13,6412,49.8431642,7.8657658,1
1997,7133,BadKreuznach.Landkreis,48.63,23.14,6412,49.8431642,7.8657658,1
1996,7133,BadKreuznach.Landkreis,64.17,43.78,6412,49.8431642,7.8657658,1
1995,7133,BadKreuznach.Landkreis,50.28,26.84,6412,49.8431642,7.8657658,1
2021,7134,Birkenfeld.Landkreis,38.42,23.6,6412,49.6488236,7.1647477,1
2020,7134,Birkenfeld.Landkreis,39.73,35.26,6412,49.6488236,7.1647477,1
2019,7134,Birkenfeld.Landkreis,37.215,35.34,6412,49.6488236,7.1647477,1
2018,7134,Birkenfeld.Landkreis,34.7,32.76,6412,49.6488236,7.1647477,1
2017,7134,Birkenfeld.Landkreis,38.51,32.11,6412,49.6488236,7.1647477,1
2016,7134,Birkenfeld.Landkreis,37.844,28.38,6412,49.6488236,7.1647477,1
2015,7134,Birkenfeld.Landkreis,37.178,31.28,6412,49.6488236,7.1647477,1
2014,7134,Birkenfeld.Landkreis,36.512,30.13,6412,49.6488236,7.1647477,1
2013,7134,Birkenfeld.Landkreis,35.846,31.88,6412,49.6488236,7.1647477,1
2012,7134,Birkenfeld.Landkreis,35.18,30.63,6412,49.6488236,7.1647477,1
2011,7134,Birkenfeld.Landkreis,32.57,29.51,6412,49.6488236,7.1647477,1
2010,7134,Birkenfeld.Landkreis,32.666666666666664,27.82,6412,49.6488236,7.1647477,1
2009,7134,Birkenfeld.Landkreis,32.763333333333335,28.55,6412,49.6488236,7.1647477,1
2008,7134,Birkenfeld.Landkreis,32.86,25.12,6412,49.6488236,7.1647477,1
2007,7134,Birkenfeld.Landkreis,33.36,28.59,6412,49.6488236,7.1647477,1
2006,7134,Birkenfeld.Landkreis,31.99,26.02,6412,49.6488236,7.1647477,1
2005,7134,Birkenfeld.Landkreis,35.16,30.32,6412,49.6488236,7.1647477,1
2004,7134,Birkenfeld.Landkreis,39.18,32.95,6412,49.6488236,7.1647477,1
2003,7134,Birkenfeld.Landkreis,27.14,17.45,6412,49.6488236,7.1647477,1
2002,7134,Birkenfeld.Landkreis,27.5,22.83,6412,49.6488236,7.1647477,1
2001,7134,Birkenfeld.Landkreis,26.7,16.27,6412,49.6488236,7.1647477,1
2000,7134,Birkenfeld.Landkreis,23.91,16.95,6412,49.6488236,7.1647477,1
1999,7134,Birkenfeld.Landkreis,23.88,17.76,6412,49.6488236,7.1647477,1
1998,7134,Birkenfeld.Landkreis,19.62,14.1,6412,49.6488236,7.1647477,1
1997,7134,Birkenfeld.Landkreis,20.03,12.69,6412,49.6488236,7.1647477,1
1996,7134,Birkenfeld.Landkreis,22.38,11.37,6412,49.6488236,7.1647477,1
1995,7134,Birkenfeld.Landkreis,21.37,8.7,6412,49.6488236,7.1647477,1
2021,7135,Cochem-Zell.Landkreis,45.26,41.86,7111,50.147418,7.17018,1
2020,7135,Cochem-Zell.Landkreis,44.88,35.97,7111,50.147418,7.17018,1
2019,7135,Cochem-Zell.Landkreis,43.55,28.03,7111,50.147418,7.17018,1
2018,7135,Cochem-Zell.Landkreis,44.79,35.57,7111,50.147418,7.17018,1
2017,7135,Cochem-Zell.Landkreis,44.05,35.04,7111,50.147418,7.17018,1
2016,7135,Cochem-Zell.Landkreis,42.13,33.92,7111,50.147418,7.17018,1
2015,7135,Cochem-Zell.Landkreis,41.94,38.38,7111,50.147418,7.17018,1
2014,7135,Cochem-Zell.Landkreis,41.55,28.47,7111,50.147418,7.17018,1
2013,7135,Cochem-Zell.Landkreis,45.95,34.68,7111,50.147418,7.17018,1
2012,7135,Cochem-Zell.Landkreis,45.0,29.53,7111,50.147418,7.17018,1
2011,7135,Cochem-Zell.Landkreis,40.91,28.99,7111,50.147418,7.17018,1
2010,7135,Cochem-Zell.Landkreis,46.64,31.51,7111,50.147418,7.17018,1
2009,7135,Cochem-Zell.Landkreis,44.46,47.33,7111,50.147418,7.17018,1
2008,7135,Cochem-Zell.Landkreis,44.93,31.24,7111,50.147418,7.17018,1
2007,7135,Cochem-Zell.Landkreis,45.565,21.21,7111,50.147418,7.17018,1
2006,7135,Cochem-Zell.Landkreis,46.2,25.04,7111,50.147418,7.17018,1
2005,7135,Cochem-Zell.Landkreis,36.98,31.72,7111,50.147418,7.17018,1
2004,7135,Cochem-Zell.Landkreis,40.69,25.95,7111,50.147418,7.17018,1
2003,7135,Cochem-Zell.Landkreis,37.0,26.94,7111,50.147418,7.17018,1
2002,7135,Cochem-Zell.Landkreis,36.61,18.79,7111,50.147418,7.17018,1
2001,7135,Cochem-Zell.Landkreis,36.22,15.85,7111,50.147418,7.17018,1
2000,7135,Cochem-Zell.Landkreis,32.09,19.53,7111,50.147418,7.17018,1
1999,7135,Cochem-Zell.Landkreis,30.93,17.15,7111,50.147418,7.17018,1
1998,7135,Cochem-Zell.Landkreis,33.32,16.04,7111,50.147418,7.17018,1
1997,7135,Cochem-Zell.Landkreis,28.74,12.1,7111,50.147418,7.17018,1
1996,7135,Cochem-Zell.Landkreis,34.12,13.16,7111,50.147418,7.17018,1
1995,7135,Cochem-Zell.Landkreis,23.88,12.32,7111,50.147418,7.17018,1
2021,9180,Garmisch-Partenkirchen.Landkreis,868.42,606.44,9162,47.4923741,11.0962815,1
2020,9180,Garmisch-Partenkirchen.Landkreis,527.48,512.12,9162,47.4923741,11.0962815,1
2019,9180,Garmisch-Partenkirchen.Landkreis,558.81,512.05,9162,47.4923741,11.0962815,1
2018,9180,Garmisch-Partenkirchen.Landkreis,474.06,436.34,9162,47.4923741,11.0962815,1
2017,9180,Garmisch-Partenkirchen.Landkreis,451.21,362.52,9162,47.4923741,11.0962815,1
2016,9180,Garmisch-Partenkirchen.Landkreis,446.09,360.2,9162,47.4923741,11.0962815,1
2015,9180,Garmisch-Partenkirchen.Landkreis,320.79,287.03,9162,47.4923741,11.0962815,1
2014,9180,Garmisch-Partenkirchen.Landkreis,394.1,359.41,9162,47.4923741,11.0962815,1
2013,9180,Garmisch-Partenkirchen.Landkreis,216.99,200.05,9162,47.4923741,11.0962815,1
2012,9180,Garmisch-Partenkirchen.Landkreis,322.33,228.58,9162,47.4923741,11.0962815,1
2011,9180,Garmisch-Partenkirchen.Landkreis,350.91,254.72,9162,47.4923741,11.0962815,1
2010,9180,Garmisch-Partenkirchen.Landkreis,310.69,221.73,9162,47.4923741,11.0962815,1
2009,9180,Garmisch-Partenkirchen.Landkreis,338.84,238.37,9162,47.4923741,11.0962815,1
2008,9180,Garmisch-Partenkirchen.Landkreis,330.06,207.47,9162,47.4923741,11.0962815,1
2007,9180,Garmisch-Partenkirchen.Landkreis,440.1,331.17,9162,47.4923741,11.0962815,1
2006,9180,Garmisch-Partenkirchen.Landkreis,367.08,296.49,9162,47.4923741,11.0962815,1
2005,9180,Garmisch-Partenkirchen.Landkreis,317.94,260.83,9162,47.4923741,11.0962815,1
2004,9180,Garmisch-Partenkirchen.Landkreis,274.25,186.81,9162,47.4923741,11.0962815,1
2003,9180,Garmisch-Partenkirchen.Landkreis,309.19,232.36,9162,47.4923741,11.0962815,1
2002,9180,Garmisch-Partenkirchen.Landkreis,302.99,302.28,9162,47.4923741,11.0962815,1
2001,9180,Garmisch-Partenkirchen.Landkreis,296.79,244.04,9162,47.4923741,11.0962815,1
2000,9180,Garmisch-Partenkirchen.Landkreis,309.03,256.99,9162,47.4923741,11.0962815,1
1999,9180,Garmisch-Partenkirchen.Landkreis,321.27,321.27,9162,47.4923741,11.0962815,1
1998,9180,Garmisch-Partenkirchen.Landkreis,347.55,347.55,9162,47.4923741,11.0962815,1
1997,9180,Garmisch-Partenkirchen.Landkreis,322.67,322.67,9162,47.4923741,11.0962815,1
1996,9180,Garmisch-Partenkirchen.Landkreis,371.03,371.03,9162,47.4923741,11.0962815,1
1995,9180,Garmisch-Partenkirchen.Landkreis,346.02,346.02,9162,47.4923741,11.0962815,1
2021,7137,Mayen-Koblenz.Landkreis,113.79,81.92,7111,50.325312,7.311091,1
2020,7137,Mayen-Koblenz.Landkreis,123.71,99.1,7111,50.325312,7.311091,1
2019,7137,Mayen-Koblenz.Landkreis,111.5,79.37,7111,50.325312,7.311091,1
2018,7137,Mayen-Koblenz.Landkreis,112.71,65.95,7111,50.325312,7.311091,1
2017,7137,Mayen-Koblenz.Landkreis,108.08,63.7,7111,50.325312,7.311091,1
2016,7137,Mayen-Koblenz.Landkreis,107.21,51.77,7111,50.325312,7.311091,1
2015,7137,Mayen-Koblenz.Landkreis,114.0,72.53,7111,50.325312,7.311091,1
2014,7137,Mayen-Koblenz.Landkreis,113.27,83.66,7111,50.325312,7.311091,1
2013,7137,Mayen-Koblenz.Landkreis,108.82,66.76,7111,50.325312,7.311091,1
2012,7137,Mayen-Koblenz.Landkreis,118.62,70.34,7111,50.325312,7.311091,1
2011,7137,Mayen-Koblenz.Landkreis,112.405,60.2,7111,50.325312,7.311091,1
2010,7137,Mayen-Koblenz.Landkreis,106.19,86.11,7111,50.325312,7.311091,1
2009,7137,Mayen-Koblenz.Landkreis,101.09,74.85,7111,50.325312,7.311091,1
2008,7137,Mayen-Koblenz.Landkreis,110.84,50.33,7111,50.325312,7.311091,1
2007,7137,Mayen-Koblenz.Landkreis,104.41,28.15,7111,50.325312,7.311091,1
2006,7137,Mayen-Koblenz.Landkreis,97.98,66.9,7111,50.325312,7.311091,1
2005,7137,Mayen-Koblenz.Landkreis,99.35,62.07,7111,50.325312,7.311091,1
2004,7137,Mayen-Koblenz.Landkreis,97.04,74.97,7111,50.325312,7.311091,1
2003,7137,Mayen-Koblenz.Landkreis,98.78,64.29,7111,50.325312,7.311091,1
2002,7137,Mayen-Koblenz.Landkreis,106.82,63.75,7111,50.325312,7.311091,1
2001,7137,Mayen-Koblenz.Landkreis,81.87,34.33,7111,50.325312,7.311091,1
2000,7137,Mayen-Koblenz.Landkreis,82.73,39.09,7111,50.325312,7.311091,1
1999,7137,Mayen-Koblenz.Landkreis,74.74,36.96,7111,50.325312,7.311091,1
1998,7137,Mayen-Koblenz.Landkreis,88.27,44.68,7111,50.325312,7.311091,1
1997,7137,Mayen-Koblenz.Landkreis,68.73,37.79,7111,50.325312,7.311091,1
1996,7137,Mayen-Koblenz.Landkreis,74.1,34.65,7111,50.325312,7.311091,1
1995,7137,Mayen-Koblenz.Landkreis,65.75,35.76,7111,50.325312,7.311091,1
2021,9181,LandsbergamLech.Landkreis,561.07,314.82,9162,48.0514973,10.8737728,1
2020,9181,LandsbergamLech.Landkreis,483.97,300.67,9162,48.0514973,10.8737728,1
2019,9181,LandsbergamLech.Landkreis,483.02,264.66,9162,48.0514973,10.8737728,1
2018,9181,LandsbergamLech.Landkreis,274.06,215.13,9162,48.0514973,10.8737728,1
2017,9181,LandsbergamLech.Landkreis,317.36,226.27,9162,48.0514973,10.8737728,1
2016,9181,LandsbergamLech.Landkreis,279.37,222.53,9162,48.0514973,10.8737728,1
2015,9181,LandsbergamLech.Landkreis,226.89,111.34,9162,48.0514973,10.8737728,1
2014,9181,LandsbergamLech.Landkreis,210.78,143.85,9162,48.0514973,10.8737728,1
2013,9181,LandsbergamLech.Landkreis,179.46,141.07,9162,48.0514973,10.8737728,1
2012,9181,LandsbergamLech.Landkreis,163.42,112.86,9162,48.0514973,10.8737728,1
2011,9181,LandsbergamLech.Landkreis,188.46,146.75,9162,48.0514973,10.8737728,1
2010,9181,LandsbergamLech.Landkreis,172.45,96.44,9162,48.0514973,10.8737728,1
2009,9181,LandsbergamLech.Landkreis,193.7,148.51,9162,48.0514973,10.8737728,1
2008,9181,LandsbergamLech.Landkreis,211.29,137.59,9162,48.0514973,10.8737728,1
2007,9181,LandsbergamLech.Landkreis,201.19,155.0,9162,48.0514973,10.8737728,1
2006,9181,LandsbergamLech.Landkreis,228.02,164.76,9162,48.0514973,10.8737728,1
2005,9181,LandsbergamLech.Landkreis,192.54,143.9,9162,48.0514973,10.8737728,1
2004,9181,LandsbergamLech.Landkreis,180.54,148.22,9162,48.0514973,10.8737728,1
2003,9181,LandsbergamLech.Landkreis,162.47,128.79,9162,48.0514973,10.8737728,1
2002,9181,LandsbergamLech.Landkreis,158.17000000000002,209.32,9162,48.0514973,10.8737728,1
2001,9181,LandsbergamLech.Landkreis,153.87,102.75,9162,48.0514973,10.8737728,1
2000,9181,LandsbergamLech.Landkreis,227.58,227.58,9162,48.0514973,10.8737728,1
1999,9181,LandsbergamLech.Landkreis,168.06,168.06,9162,48.0514973,10.8737728,1
1998,9181,LandsbergamLech.Landkreis,117.82,117.82,9162,48.0514973,10.8737728,1
1997,9181,LandsbergamLech.Landkreis,85.07,85.07,9162,48.0514973,10.8737728,1
1996,9181,LandsbergamLech.Landkreis,131.51,131.51,9162,48.0514973,10.8737728,1
1995,9181,LandsbergamLech.Landkreis,131.51,164.34,9162,48.0514973,10.8737728,1
2021,9182,Miesbach.Landkreis,1243.33,988.38,9162,47.790025,11.8335417,1
2020,9182,Miesbach.Landkreis,649.92,518.97,9162,47.790025,11.8335417,1
2019,9182,Miesbach.Landkreis,738.66,621.24,9162,47.790025,11.8335417,1
2018,9182,Miesbach.Landkreis,883.56,663.08,9162,47.790025,11.8335417,1
2017,9182,Miesbach.Landkreis,864.81,613.37,9162,47.790025,11.8335417,1
2016,9182,Miesbach.Landkreis,567.65,403.6,9162,47.790025,11.8335417,1
2015,9182,Miesbach.Landkreis,326.91,275.31,9162,47.790025,11.8335417,1
2014,9182,Miesbach.Landkreis,431.85,284.78,9162,47.790025,11.8335417,1
2013,9182,Miesbach.Landkreis,336.99,252.78,9162,47.790025,11.8335417,1
2012,9182,Miesbach.Landkreis,296.63,254.83,9162,47.790025,11.8335417,1
2011,9182,Miesbach.Landkreis,300.11,273.58,9162,47.790025,11.8335417,1
2010,9182,Miesbach.Landkreis,331.99,216.49,9162,47.790025,11.8335417,1
2009,9182,Miesbach.Landkreis,320.93,247.94,9162,47.790025,11.8335417,1
2008,9182,Miesbach.Landkreis,310.87,269.91,9162,47.790025,11.8335417,1
2007,9182,Miesbach.Landkreis,315.03,234.19,9162,47.790025,11.8335417,1
2006,9182,Miesbach.Landkreis,304.07,272.86,9162,47.790025,11.8335417,1
2005,9182,Miesbach.Landkreis,298.94,255.7,9162,47.790025,11.8335417,1
2004,9182,Miesbach.Landkreis,285.68,228.93,9162,47.790025,11.8335417,1
2003,9182,Miesbach.Landkreis,303.49,268.97,9162,47.790025,11.8335417,1
2002,9182,Miesbach.Landkreis,329.37,320.58,9162,47.790025,11.8335417,1
2001,9182,Miesbach.Landkreis,355.25,355.25,9162,47.790025,11.8335417,1
2000,9182,Miesbach.Landkreis,332.96,299.16,9162,47.790025,11.8335417,1
1999,9182,Miesbach.Landkreis,300.73,268.36,9162,47.790025,11.8335417,1
1998,9182,Miesbach.Landkreis,302.52,265.05,9162,47.790025,11.8335417,1
1997,9182,Miesbach.Landkreis,328.41,250.57,9162,47.790025,11.8335417,1
1996,9182,Miesbach.Landkreis,328.41,340.53,9162,47.790025,11.8335417,1
1995,9182,Miesbach.Landkreis,328.41,381.04,9162,47.790025,11.8335417,1
2021,7140,Rhein-Hunsrück-Kreis,74.22,56.59,7111,50.08,7.5,1
2020,7140,Rhein-Hunsrück-Kreis,73.4,65.89,7111,50.08,7.5,1
2019,7140,Rhein-Hunsrück-Kreis,59.0,46.34,7111,50.08,7.5,1
2018,7140,Rhein-Hunsrück-Kreis,57.35,28.87,7111,50.08,7.5,1
2017,7140,Rhein-Hunsrück-Kreis,62.2,45.93,7111,50.08,7.5,1
2016,7140,Rhein-Hunsrück-Kreis,58.9,35.22,7111,50.08,7.5,1
2015,7140,Rhein-Hunsrück-Kreis,62.67,29.48,7111,50.08,7.5,1
2014,7140,Rhein-Hunsrück-Kreis,56.91,41.27,7111,50.08,7.5,1
2013,7140,Rhein-Hunsrück-Kreis,59.02,42.81,7111,50.08,7.5,1
2012,7140,Rhein-Hunsrück-Kreis,60.14,41.95,7111,50.08,7.5,1
2011,7140,Rhein-Hunsrück-Kreis,57.49,31.98,7111,50.08,7.5,1
2010,7140,Rhein-Hunsrück-Kreis,58.78,33.99,7111,50.08,7.5,1
2009,7140,Rhein-Hunsrück-Kreis,60.56,48.47,7111,50.08,7.5,1
2008,7140,Rhein-Hunsrück-Kreis,55.605000000000004,43.85,7111,50.08,7.5,1
2007,7140,Rhein-Hunsrück-Kreis,50.65,28.19,7111,50.08,7.5,1
2006,7140,Rhein-Hunsrück-Kreis,56.15,28.01,7111,50.08,7.5,1
2005,7140,Rhein-Hunsrück-Kreis,53.23,38.29,7111,50.08,7.5,1
2004,7140,Rhein-Hunsrück-Kreis,51.63,36.86,7111,50.08,7.5,1
2003,7140,Rhein-Hunsrück-Kreis,49.54,37.09,7111,50.08,7.5,1
2002,7140,Rhein-Hunsrück-Kreis,51.74,27.76,7111,50.08,7.5,1
2001,7140,Rhein-Hunsrück-Kreis,50.14,28.45,7111,50.08,7.5,1
2000,7140,Rhein-Hunsrück-Kreis,47.35,22.7,7111,50.08,7.5,1
1999,7140,Rhein-Hunsrück-Kreis,41.57,24.52,7111,50.08,7.5,1
1998,7140,Rhein-Hunsrück-Kreis,42.95,20.2,7111,50.08,7.5,1
1997,7140,Rhein-Hunsrück-Kreis,44.12,32.71,7111,50.08,7.5,1
1996,7140,Rhein-Hunsrück-Kreis,40.43,26.41,7111,50.08,7.5,1
1995,7140,Rhein-Hunsrück-Kreis,33.56,14.8,7111,50.08,7.5,1
2021,7141,Rhein-Lahn-Kreis,108.08,85.78,6412,49.59053,9.007327,1
2020,7141,Rhein-Lahn-Kreis,100.1,85.12,6412,49.59053,9.007327,1
2019,7141,Rhein-Lahn-Kreis,75.99,63.26,6412,49.59053,9.007327,1
2018,7141,Rhein-Lahn-Kreis,73.39,71.97,6412,49.59053,9.007327,1
2017,7141,Rhein-Lahn-Kreis,70.79,51.53,6412,49.59053,9.007327,1
2016,7141,Rhein-Lahn-Kreis,67.37,56.52,6412,49.59053,9.007327,1
2015,7141,Rhein-Lahn-Kreis,74.58,59.68,6412,49.59053,9.007327,1
2014,7141,Rhein-Lahn-Kreis,85.14,67.65,6412,49.59053,9.007327,1
2013,7141,Rhein-Lahn-Kreis,72.52,60.02,6412,49.59053,9.007327,1
2012,7141,Rhein-Lahn-Kreis,83.54,61.71,6412,49.59053,9.007327,1
2011,7141,Rhein-Lahn-Kreis,79.0,59.56,6412,49.59053,9.007327,1
2010,7141,Rhein-Lahn-Kreis,76.17,40.13,6412,49.59053,9.007327,1
2009,7141,Rhein-Lahn-Kreis,73.34,53.56,6412,49.59053,9.007327,1
2008,7141,Rhein-Lahn-Kreis,70.51,49.68,6412,49.59053,9.007327,1
2007,7141,Rhein-Lahn-Kreis,77.7,52.07,6412,49.59053,9.007327,1
2006,7141,Rhein-Lahn-Kreis,64.46,52.66,6412,49.59053,9.007327,1
2005,7141,Rhein-Lahn-Kreis,59.25,44.88,6412,49.59053,9.007327,1
2004,7141,Rhein-Lahn-Kreis,59.99,47.14,6412,49.59053,9.007327,1
2003,7141,Rhein-Lahn-Kreis,59.54,40.86,6412,49.59053,9.007327,1
2002,7141,Rhein-Lahn-Kreis,65.23,45.3,6412,49.59053,9.007327,1
2001,7141,Rhein-Lahn-Kreis,71.87,50.14,6412,49.59053,9.007327,1
2000,7141,Rhein-Lahn-Kreis,50.21,38.13,6412,49.59053,9.007327,1
1999,7141,Rhein-Lahn-Kreis,55.59,38.21,6412,49.59053,9.007327,1
1998,7141,Rhein-Lahn-Kreis,42.89,30.86,6412,49.59053,9.007327,1
1997,7141,Rhein-Lahn-Kreis,36.61,30.15,6412,49.59053,9.007327,1
1996,7141,Rhein-Lahn-Kreis,42.33,31.97,6412,49.59053,9.007327,1
1995,7141,Rhein-Lahn-Kreis,37.28,26.89,6412,49.59053,9.007327,1
2021,9183,MühldorfananInn.Landkreis,269.6,204.71,9162,48.2405007,12.5250991,1
2020,9183,MühldorfananInn.Landkreis,234.65,109.54,9162,48.2405007,12.5250991,1
2019,9183,MühldorfananInn.Landkreis,179.91,106.6,9162,48.2405007,12.5250991,1
2018,9183,MühldorfananInn.Landkreis,159.1,106.87,9162,48.2405007,12.5250991,1
2017,9183,MühldorfananInn.Landkreis,148.13,109.49,9162,48.2405007,12.5250991,1
2016,9183,MühldorfananInn.Landkreis,115.58,57.99,9162,48.2405007,12.5250991,1
2015,9183,MühldorfananInn.Landkreis,107.9,60.94,9162,48.2405007,12.5250991,1
2014,9183,MühldorfananInn.Landkreis,119.67,67.77,9162,48.2405007,12.5250991,1
2013,9183,MühldorfananInn.Landkreis,92.0,67.78,9162,48.2405007,12.5250991,1
2012,9183,MühldorfananInn.Landkreis,94.48,56.12,9162,48.2405007,12.5250991,1
2011,9183,MühldorfananInn.Landkreis,90.93,52.02,9162,48.2405007,12.5250991,1
2010,9183,MühldorfananInn.Landkreis,94.56,47.02,9162,48.2405007,12.5250991,1
2009,9183,MühldorfananInn.Landkreis,98.19,46.76,9162,48.2405007,12.5250991,1
2008,9183,MühldorfananInn.Landkreis,101.51,54.44,9162,48.2405007,12.5250991,1
2007,9183,MühldorfananInn.Landkreis,104.44,63.14,9162,48.2405007,12.5250991,1
2006,9183,MühldorfananInn.Landkreis,99.64,73.91,9162,48.2405007,12.5250991,1
2005,9183,MühldorfananInn.Landkreis,111.91,108.96,9162,48.2405007,12.5250991,1
2004,9183,MühldorfananInn.Landkreis,120.765,100.41,9162,48.2405007,12.5250991,1
2003,9183,MühldorfananInn.Landkreis,129.62,82.02,9162,48.2405007,12.5250991,1
2002,9183,MühldorfananInn.Landkreis,117.54,98.37,9162,48.2405007,12.5250991,1
2001,9183,MühldorfananInn.Landkreis,124.59,70.43,9162,48.2405007,12.5250991,1
2000,9183,MühldorfananInn.Landkreis,114.53,90.74,9162,48.2405007,12.5250991,1
1999,9183,MühldorfananInn.Landkreis,0.0,0.0,9162,48.2405007,12.5250991,1
1998,9183,MühldorfananInn.Landkreis,104.69,104.69,9162,48.2405007,12.5250991,1
